Tweet,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
"Literally tho,Leonard is the only player who looks like he can keep up, theball movement is looking AOK",3,3,3,3,2,2,2,2,2,3,3,2
Females only like me because I pay them no attention apparentlyy'all like that stuff *Shrugs*,2,3,3,2,3,2,3,3,3,2,4,3
Nobody I know is up thee dearly morning so I choosenow to reflect on life,3,2,4,3,1,2,3,1,2,2,3,2
Fact that we pour ourselves out to twitter just goes to show you that we really just need to get our problems out butto afraid to say them,3,2,3,3,2,2,3,2,2,2,3,3
Cats be like son my first time I ha an orgy with like 10 bitches and they all came 3 times and I ain't evencome I swear to everything,2,3,2,1,4,1,4,5,4,2,5,3
I been telling y'all from day one Knicks are not that nice they just havebetter players than most teams,3,4,2,2,3,2,2,3,2,3,4,2
I was saying that they don't listen to you and just keep saying how u not a true freak even thoughu told them u not,2,3,2,2,3,1,4,3,3,2,4,3
"Lord Forgive me...he knows I love my friend dearly, but I do not agree. If ulike it, good for u!",3,3,4,4,2,3,2,2,1,3,2,2
-Please tell me that fool Stevie didn't ask that dumb chick 2 marry him! I hope it's 4 publicity becuzthat 2 serious 2play with,2,3,1,1,4,1,3,5,3,2,5,4
"We been beatin shit lately & we ain't playin round this summer.""y'all betta get sum straps cuzshit gettin real lil bra",2,4,2,1,5,1,3,4,3,2,5,2
You fuck with me I fuck with you..I will never lie to you..gotts be honest with yaself that'swhat make it tha truth,2,4,2,1,5,1,3,4,3,2,5,2
Getting MicroBraids in my head full I hair took all night yesterday and gonna take all daytoday only some will understand,3,4,3,3,2,2,3,2,2,2,3,2
If this lol boy watch another mothafucckin WWE fight on my computer ...Imma body slam his ass,2,4,1,1,5,1,3,5,3,2,5,2
"Saw segment on steve harvey. I was so intrigued by your story! Perfect example of a good,God fearing man overcoming obstacles!",3,4,4,5,1,2,1,1,1,3,3,2
"so lets see. Thats me, ken, wanda, aunt ree, now whos next, the hate/thirst is real",3,3,2,2,4,2,3,3,2,2,4,3
Loved last night but they should have let them perform longer. They were great ! Beena fan since the beginning!,3,3,4,4,1,3,1,1,1,4,2,2
If your girlfriend friends dont like u .u can hang it up b c theygon lie on yo ass,2,3,2,2,4,1,3,3,2,2,4,2
Wildest field trip since my prison visits in undergrad I'm gon giveyou'll the play by play,3,4,2,2,3,2,3,3,2,3,4,2
I don't know if I'm fooling with them dogs Bro have mypressure up them salty dogs,2,3,2,2,4,1,4,3,3,2,5,3
Sprint users for the iPhone in Chicago I'm not even a sprint user but they pissing me off damn dropped calls inthe middle of great convoy,2,3,1,1,4,1,3,4,2,2,4,2
"Para los gringos el 5 de mayo es la independencia de mexico, asi como canadaes su estado mas grande.",2,3,4,2,3,2,3,3,3,2,4,3
This weak ass shit over with. That's two down all that's left is the one who alwaysremains best in my book.,3,4,2,1,4,2,3,4,2,3,4,2
"the screw the rangers button has been pressed, but refs just sucked. Hank let in 2 soft ones +the big guys were invisible.",3,4,2,2,4,2,2,3,2,3,3,2
"Smph ""Put a MOLLY in dat bitch drink nd she ain even knw it""realli like that's crazy shit!",2,3,2,1,4,1,4,5,4,2,5,3
lls dang Mann I finna in a mintue I went the sleep 11 sum this morningin got up at 3,2,3,3,2,1,1,4,2,3,2,4,3
lol shood I Juss woke up I stayed up till 11 something in went to sleep in Juss gotrite back up at 3,2,1,3,3,1,1,4,1,3,2,4,3
Money on the line I came to take what's mind clouds can't block the sun whenit come out and shine,3,4,2,2,4,2,3,3,2,3,3,2
"I dropped a hot wing on the ground & threw it away last Sunday & I been thinkingabout that shyt ever since.""",3,2,2,2,1,1,2,2,2,2,4,3
"i just might the next female i have in bed lol"" that was sooo wrong!I would sue his ass",2,3,2,1,4,1,3,4,3,2,5,3
It's almost 1:30 am and I'm just getting in from my date and I come home to my mother being gone ooooh welloff to bed I go,3,2,4,2,1,2,3,3,2,2,4,3
"Hate cheap people, like naw i just came with you to WATCH you eat."" Omg that happen to meyesterday I was like WTF",2,3,2,1,4,1,3,4,3,2,5,3
I got This Feeling On a summer day When you were Gone I crashed my Car into a bridge I threw Your Shit into abag and pushed it down,2,4,1,1,5,1,3,4,3,2,5,2
whats goin on? Any way i can get u to check out some of my joints andget ya feedback on em,3,4,3,3,1,2,2,1,1,2,3,2
"So i downloaded kik. and saw my baby on it. ""GG you got a kik?"" GG:"" yea daddy yoit late."" lmfao.. So what Im not hipto the jive . Lol",2,1,3,2,1,1,3,2,3,2,4,3
YOU LIVE IN A FAIRYTALE WORLD. EVERYTHING AIN'T PERFECT. . I DON'T GET NO HAND OUTS. FUCK THAT. SOMEBODYGIVE ME SOME FREE SHIT.,2,4,1,1,5,1,3,5,3,2,5,3
Anybody ever experienced someone who constantly tries to make u miserable..belittle you..n threaten u ? Imaginewaking up in hell everyday,3,4,2,2,4,2,3,3,2,3,3,2
I gotta bff ..he understands me ...n wen I say I lovehimmmmm thts my ninja 4life,2,3,3,3,2,1,4,2,3,2,5,3
Soooo tall !! :) dnt really look like a bear to me but I guess u gotta wildside lol I can dig,3,2,4,4,1,2,3,1,2,2,4,3
Ill never regret demanding respect. .cuz where im from respect is everything nppl out here rude af,3,4,2,2,4,2,3,4,2,3,4,2
no its not lol and nothing just trying to make itwhat you been up to,2,2,3,2,1,1,4,2,3,1,4,3
"When I wake up in the morning and stretch, I make babydinosaur noises."" That's kinda sexy.",3,2,4,3,1,2,3,1,2,3,4,3
"That's how it's fucking done MIAMIII!!!!! Lebron, you FUCKING beast!!!! Gohome pacers! Fuck outta heaaaaaaa",2,4,1,1,5,1,3,4,3,2,5,2
Anyone know where I could shop for Brazilian bikinis without ithaving to be south beach?,3,3,4,4,1,3,2,1,1,3,2,2
oh yeah of course it does. Doesn't mean I gave to like itthough. I'm just getting old,3,2,4,3,2,3,2,2,1,3,3,2
If you text me and ask me can I do you a favor and you didn't even sayhello first. I will ignore!,3,4,2,2,4,2,1,4,1,3,4,2
Got out the car to go in the store. I figured that was a badidea. Now sitting and waiting.,3,2,4,3,1,2,2,1,2,3,3,2
This shit is hilarious tho. When somebody calls you on your shitjust own up to it.,3,4,3,2,3,2,2,3,2,3,4,2
no thanks. I didn't read about it. Just read what it is supposed to be. Or at leastthe name of the event.,3,2,3,2,2,2,3,3,2,2,3,4
If I hit the powerball I may as well kill myself. Cause my family will beat me down mentally and emotionally beforeI can ever enjoy it!,3,2,2,2,3,2,3,3,2,3,3,2
my nephew told some lady that before. I said hold up you gonna have them thinking yamom and I are gay!,3,2,2,2,3,2,3,3,3,2,4,2
There's only 1 reason I would want to be in Philly right now. And despite what ubelieve.... It's not about you!,3,4,2,2,3,3,2,3,1,3,2,1
"There was less judgement in the world.Maybe not in the same ways, but we all do wrong atsome point in our life.",4,3,4,4,1,3,2,1,1,4,2,2
Oh hell nawll black people and chicken don't mix let me get my ahh in this kitchen b4 thesedrunk niiggas eat em up!,2,4,2,1,3,1,3,4,3,2,5,2
I can't go down Auntie monkey house to watch bball dese niggas a be hollin rolltide I'll be like df?,2,3,2,1,4,1,4,4,3,2,5,3
Why is it so hard to find a 34 D bra... I'm just too picky. Not trying to lookpoint when shits are perky,3,3.5,2,2,3,2,3,3,2,3,4,2
so you didn't get me any?! What kind of shit is that! Iwould've sent you my address,2,4,1,1,5,1,2,5,3,2,5,2
If you have drugs in your car keep your scary ass off the road in the morning... I don't have time to be drivingslow bc I'm behind you,2,4,1,1,5,1,3,5,3,2,5,2
So Dame Dash is broke. As black people we need to bebetter with money. Myself included.,4,3,3,3,2,3,1,1,1,4,2,1
"Why can't I seem to make it out of NC successfully. The devil is trying to keep me here, that'sa battle he will lose",3,4,2,3,3,2,2,2,1,3,3,2
I want Jamaican for dinner... So sad I can't have cream soda withit... H20 it will be,3,2,4,3,1,2,2,1,1,3,3,2
I think I just want one kid. So they can be anonly child like my mom,3,3,4,4,1,3,1,1,1,4,2,2
I want to get my nails and toes painted on my lunch but Ihave closed toed shoes on,3,4,3,3,1,2,2,1,2,3,3,2
You prob shouldn't have brought your newborn with you to the nail salon.... So youcan get a full set..,3,2,3,2,2,2,1,3,2,3,3,2
They also need to be 7-8 pounds straight out the womblol I like big babies,3,4,2,2,3,2,2,3,2,3,4,2
Are you at Carowinds ...lol just trying to make sure before Iwave at your twin lmaoo,3,2,4,3,1,2,3,1,2,2,4,3
Put on my swim suit and baby oil for no damn reason.The pool is closed for some ol bullshit but will be open tomorrowand my ass gotta work,3,3,2,2,3,2,3,3,2,3,4,3
grams empty out my purse cuz she wearin it to a weeding! I hope my weed bowl wasn't in there! she go kick my ass andi need it tonight lol,2,3,2,1,3,1,4,3,3,2,5,3
God looked out fa us last nite ona foe we all cudvebeen dead on ma soul,3,3,4,3,2,2,3,2,2,2,4,3
Nah people are too quick with these things they must have people on stand-by waiting for celebrities to fuck up sothey can pic stitch it,3,2,2,2,3,2,2,3,2,3,3,2
"Lady at the nail salon tried to steal my nail polish,you are not loww Ming.",2,3,2,2,3,2,3,3,3,2,4,2
So you think its cute girls fussing over u LOL I'm to grown for the bull shit just no I played the games uplaying along time ago LOL,3,4,2,1,4,2,3,4,2,2,4,2
- Boy you sorry af I had to do everything yesterday when we played thehood boys stop all that..,2,3,2,1,4,1,3,4,3,2,5,3
How You Gone Try && Pop Out At 11 Some Out The Blue At That &&Expect Somebody To Come Outside,2,3,1,1,4,1,3,4,3,2,5,2
I have so much anger built up so please warning you don'tget on my bad side,3,4,2,2,5,2,3,4,2,3,4,2
I text more than I talk soo whatever all the people I need and want to talkto have iMessage sooo whatever.,3,2,3,2,2,2,3,3,2,2,4,3
Well - Mmmm-bop is gone but now I am humming I saw the sign& Barbie girl. Thanks &,3,2,4,3,1,2,3,1,2,2,3,2
Hey I know the Spurs wish they still had Jackson to shoot some threes.Lol great call coach Pop.,3,2,3,3,2,2,1,2,1,3,3,2
With my new bitch rite now I like her style cuz treat me Betta and fuck meBetta we on another level,2,3,2,1,4,1,3,4,3,2,5,3
"White ppl can come together and make neo Nazi's and us blacka still fightingover blocks, streets and colors",3,4,2,2,4,2,2,3,2,3,3,2
So sick of these nights alone and now its going to be every night. I've really gotto find a friend!!! :(,3,4,2,3,1,2,2,1,1,3,3,2
Playas mess up lol but I wanted to know if I buy me a pressing combcan you press my hair,3,3,3,3,1,2,3,2,2,2,4,3
Real bitchxs dey lust em hatein niggas disgust em i see u takn em shots deybounce off em its nth,2,3,2,1,4,1,4,4,3,2,5,3
"come back to lr so we csn go eat?? Lol"" but come getme so I can go...",2,3,3,2,1,1,4,2,3,2,4,3
I see my phone still acting up. Folks thinking they on blocked list cause they texting me and I'mnot even getting the messages,3,2,3,3,1,2,2,1,1,3,3,2
"I don't see why people be scared to tell somebody they feelingthem."" < fear of rejection",3,4,3,3,2,2,2,2,1,3,3,2
Why not if everybody see what that person see mmmmm n out da blue tell me bout itlike I wanted to kno,2,3,2,2,3,1,4,3,3,1,5,4
U rite I don't kno never did kno n never did want to kno I always respected u as a woman never brought bullshitto da table yall did,2,3,2,2,3,1,4,3,3,2,5,3
I miss you to Judy come back down six u was suppose tobe here on lante b-day,2,3,2,2,1,1,4,1,3,1,4,3
This nigga jcole ji OC lol hope my man dont get caughtup for no dumb shit,2,3,3,2,3,1,3,3,3,2,4,3
Mfs wana be like Trice whole time tho. Just Tryna switch her shit up a lilpeon ass lil Thot .,2,3,2,1,4,1,3,4,3,2,5,3
At work still w8tin 4 it to slow down but glad my hang over gone curric I'msticking to jack an crown,2,2,3,2,1,1,4,2,3,2,4,3
I neva ask for Xmas gifts bc the stuff I want costwaaay too much for ppl.,3,2,4,3,1,2,2,1,1,2,3,2
She came up wit ideas and suggestions to get me out a bind and it worked. Inormally NEVER ask for help.,4,5,3,4,2,3,1,1,1,4,2,1
"I say that bc I always mad D's in school, andlook how I turned out.",2,3,2,2,3,1,3,3,3,2,4,3
On the way home -_- oh well.. Had a great timewith the family !,3,2,4,4,1,2,2,1,1,3,3,2
Love is much like a Checking Account you can't withdraw more than you have deposited. And you can't give more thanwhat you have on deposit,4,3,4,3,2,4,1,1,1,4,1,2
no I heard that from somebody else I told her what u said about that other thing I juss put that withthat in is u supposed,2,3,3,2,2,1,4,3,3,2,5,3
We spoke real quick last night man.. Liking some of the beats I heard on your page.. Definitely gottaget up with you soon,3,4,4,4,1,2,2,1,1,3,3,2
My Bro Slow AF. Smh. This Nigga Lit The Wrong End Of The Cigarette... GladI Didn't Wanna Hit That!,2,3,2,1,3,1,3,4,3,2,5,3
That 1 time when u need something and its not where u put it!!!The story of my life,3,2,2,3,2,2,3,2,2,2,4,3
I missed so much good tv today...but I had a good excuse...from the foundation up tho,3,3.5,4,3,1,2,2,1,1,3,3,2
I hate when bitches in food service have a damn attitude. I should go back and curse thatmf out at captain Ds,2,4,1,1,5,1,3,5,4,2,5,2
"omg , my baby Kellee is coming . yall dont understandhow much i miss her.",3,2,2,3,1,2,3,1,2,2,4,2
yeah just for this weekend. You'll be back at it nextweek. You always do lol.,3,2,4,3,2,2,1,2,1,3,3,2
"If you have to wipe your ass more than 3 times after a shit, get yoshitty booboo ass in shower.",2,3,2,1,4,1,3,5,3,2,5,3
The White House has missiles under the front lawn and an underground bunker 6 stories underground that canwithstand a full nuclear attack,2,3,2,3,2,2,3,2,3,2,4,2
Dept of education is cutting pell grants to community colleges. They haven't putthat on mainstream media though.,3,3,3,3,2,2,2,2,2,3,3,2
people can't stand to see you doing better than them. Andit's always our own color.,3,4,2,2,4,2,2,3,2,3,3,2
Obama says our foreign oil dependence is down 30 percent but gas keep rising. We might needto call them back lol,2,3,3,2,2,2,3,2,3,2,4,3
My NIg flying in from Seattle and I'm flying in from ATL. Boutto have a good time.,3,4,4,2,2,2,2,2,2,3,4,2
"This girl doesn't understand my view on why raising minimum wage would kill the economy,right now especially. ButI'm about to enlighten her",3,4,2,2,3,2,2,3,2,3,3,1
Fuck top dog give me that underdog status..Made it from the bottom tothe top so what's trappin,3,4,2,1,3,2,2,3,2,3,4,1
"It's not about East or West. It's about niggaz and bitches, power & money, riders & punks. Whichside are you on? ~Makaveli~",3,4,2,1,4,2,3,4,2,3,4,2
Niggaz aint gone be satisfied till they get the package....all that ass u was foaming at the mouth overgonna cost u your life,2,4,2,1,5,1,3,5,3,2,5,2
"Niggas will lie wit a str8 face, smh i dnt say ish i justcharge it to the game.",3,4,3,2,3,2,2,3,2,3,4,2
key to my success is I tell chics straight up I aint shyt and leave itup to them to decide,3,4,3,2,3,2,2,3,2,3,4,2
I am sending my grandson a Hess truck with the motor cycle because if I was a boy that is exactly what Iwould want! Thank you Hess!,3,4,4,5,1,2,1,1,1,3,3,1
When dudes say they can't fuck with a chic because she ahoe he really jus insecure,3,2,2,2,3,2,3,3,2,2,4,2
"I love ""Reflections"". The music and Bible verses brings me peace ofmind and dreams of Heaven!",4,3,5,4,1,3,1,1,1,4,2,2
My only issue with rebound sex is that after she done with you sheact like it never happened,3,2,2,2,3,2,2,3,2,3,3,2
"I just tried to check the temp on my phone it said, nukka its cold dont ask me no dumbass questions. Im just smdh",2,3,2,1,4,1,3,4,3,2,5,3
So if he was going around giving peaceful sermons and saying the same thing without screamingit would be accepted right,3,4,2,2,3,2,2,3,2,3,3,2
Imma change my profile pic today. Which fb friend of mineshould be my profile pic?,2,3,3,3,1,2,2,1,2,2,3,3
Hello Janice this is your sister who love you a lot tryingto learn how to tweet,3,4,4,5,1,2,3,1,2,3,4,2
"Wat r my plains 4 dis week hmmm.....twn n Tuesday I wk, Wednesday my rest day, Thursday my family n I r goinout 2 eat, n Friday",2,3,4,3,1,1,4,1,3,2,5,3
HALT ~ never let yourself get to (H)ungry (A)ngry (L)onley (T)ired it leads to sinfulthings. In my Full flow,4,5,3,3,2,3,2,1,1,4,2,1
A cuz I haven't seen in yrs asked for a brush & my mom had the audacity to pass them mine. Uthink I want it back.,3,2,2,2,3,2,3,3,2,2,4,2
"I used to think I didn't have a hobby, but now that I think about it, I guess f*cking shyt up shouldcount as a hobby right",3,4,2,1,5,1,2,4,2,3,5,2
"I woke up this morning, dick rocked up...i hit the vicks inhaler cuzmy nose was stopped up...",2,3,3,2,3,1,4,3,3,2,5,3
"Today I pray, Lord keep my mind focused, my eyes on the prize, keep my hands out of the cookie jar & my feet on theright path! Amen & Amen",4,5,4,5,1,3,1,1,1,4,2,1
Football game for Jayden should be canceled snow sleet whatever is comingto GA he is sick,2,4,2,2,3,1,4,3,3,2,5,2
It's been a while since I had a strong island... I need of those& 2 shots of patron,2,3,2,2,3,2,3,2,3,2,4,3
shit if that's the case I'm game for anywhere but MS! I'd like to come back this way butidk. Where u tryna go?,3,3,2,2,3,1,3,3,2,2,4,3
"S/o to all the niggas that got ""Goin Steady"" as their ringtone for they side bitches...",2,3,2,1,4,1,3,4,3,2,5,3
need help deciding whether to pick up the Rams D or Titans D. Need a replacement for Seattle onthe bye. Please help me!,3,4,3,4,1,2,2,1,1,3,3,2
