Row,Original Index,Text,Intelligence,Determination,Calmness,Politeness,Aggression,Sophistication,Incoherence,Rudeness,Stupidity,Articulation,Unsophistication,Laziness
201,201,"One thing I never was, was afraid to approach women. It be a lot of single bad chicks out herecause niccas can't speak. Simple.
",2,4,2,2,4,2,3,3,2,3,3,2
202,202,"Why Mother's Day gotta be the day after Graduation I can't shine for 48 hours lol jk Ilove my mama"" lmaoo petty
",3,2,2,2,1,2,2,1,1,3,2,1
203,203,"If that all it takes for him to be done then it wasFORREAL in the first place
",4,3,3,3,2,4,2,1,1,4,1,2
204,204,"I guess not celebrating her b day cause she hasn't saidnot one thing about it
",3,2,2,2,1,2,1,1,2,3,3,2
205,205,"idk what the nail shop be doing either cause when I let someone else dothem I still have some
",3,2,3,3,1,2,3,1,2,2,3,2
206,208,"I was like O_o ""oh, that's nice. What's that?"" She was like ""a 3 piece chickenwing and a biscuit"" lmao
",3,2,3,3,2,2,4,1,2,3,3,2
207,207,"BeeJay a mess. I know a couple females that need todo a ""big chop"" ASAP
",3,4,2,2,3,2,2,3,2,3,3,2
208,206,"Chan mad cuz the Lakers not in playoffs...I wonder who he will cheerfor when Kobe retire!"" Lmao
",3,2,2,2,2,2,2,2,2,3,3,1
209,210,"I think a couple of burnt hot dogs and brats shallbe in my near future.
",3,2,4,3,2,2,2,1,2,3,3,2
210,211,"yes. My humble opinion though. Mos Def ""Thieves of the Night""verse is up there too.
",4,3,3,4,2,4,2,1,2,4,2,2
211,212,"seriously though, we often confuse arguing with debating. I feel that men/women don't debateenough and argue too much.
",4,3,3,4,2,4,2,2,1,5,2,2
212,209,"lol sorry. Haven't had my coffee yet. I deserved that. I assume my rainwill consist of Canadian pennies?
",4,3,2,4,1,2,3,1,2,3,2,2
213,213,"I can't even yell properly. My voice cracks. Smh"" just stick your finger in yournose. That wins most arguments.
",3,2,2,1,2,1,3,2,2,2,3,2
214,214,"what's the classy ratchet move for this evening? I only brought myratchet personality with me today
",3,2,2,2,3,2,4,3,2,3,4,2
215,215,"I don't even wanna give her hell her jokes too lite"" your jokeslighhhhhht DICKHEAD no neck ass
",2,2,1,1,4,1,3,5,1,2,4,1
216,218,"Everytimee They Together She Open Her Mouth To Say ""The Way He Had Me Feeling "" Tf Kindaa Way DidYouu Have Her Feeling ?
",3,2,2,1,3,2,3,4,2,3,3,2
217,217,"Paul George ain't bout that life 4real tho"" u crazy thatnigga go hard bro lol
",4,4,2,3,3,3,2,2,2,4,2,1
218,216,"And If She Trynna Tell Me Im The. Only One Thts Hittin I Say Wht About Them Niggas SheSay Wht About Them Niggas
",2,3,1,1,3,1,4,3,2,2,4,2
219,219,"Literally tho,Leonard is the only player who looks like he can keep up, theball movement is looking AOK
",4,3,3,2,2,3,1,1,1,4,2,2
220,221,"Nobody I know is up thee dearly morning so I choosenow to reflect on life
",4,3,5,3,2,4,1,1,1,4,2,2
221,220,"Females only like me because I pay them no attention apparentlyy'all like that stuff *Shrugs*
",2,2,1,1,3,1,3,3,2,2,3,2
222,222,"Fact that we pour ourselves out to twitter just goes to show you that we really just need to get our problems out butto afraid to say them
",4,3,2,3,1,3,2,1,2,4,2,2
223,225,"I was saying that they don't listen to you and just keep saying how u not a true freak even thoughu told them u not
",3,2,1,2,2,2,2,3,2,2,3,2
224,223,"Cats be like son my first time I ha an orgy with like 10 bitches and they all came 3 times and I ain't evencome I swear to everything
",2,3,1,1,3,1,4,4,2,2,4,2
225,224,"I been telling y'all from day one Knicks are not that nice they just havebetter players than most teams
",4,3,2,1,3,3,2,3,2,4,2,2
226,228,"We been beatin shit lately & we ain't playin round this summer.""y'all betta get sum straps cuzshit gettin real lil bra
",3,4,2,1,4,2,3,4,2,3,4,2
227,227,"-Please tell me that fool Stevie didn't ask that dumb chick 2 marry him! I hope it's 4 publicity becuzthat 2 serious 2play with
",3,3,2,1,3,2,2,3,2,2,3,1
228,226,"Lord Forgive me...he knows I love my friend dearly, but I do not agree. If ulike it, good for u!
",4,3,2,4,2,4,2,1,1,3,2,2
229,229,"You fuck with me I fuck with you..I will never lie to you..gotts be honest with yaself that'swhat make it tha truth
",3,4,2,2,4,2,2,3,2,3,2,2
230,230,"Getting MicroBraids in my head full I hair took all night yesterday and gonna take all daytoday only some will understand
",3,4,2,3,2,2,4,1,2,2,4,2
231,232,"Saw segment on steve harvey. I was so intrigued by your story! Perfect example of a good,God fearing man overcoming obstacles!
",4,5,3,4,2,4,2,1,1,4,2,1
232,231,"If this lol boy watch another mothafucckin WWE fight on my computer ...Imma body slam his ass
",2,4,1,1,5,1,2,5,2,2,4,2
233,234,"Loved last night but they should have let them perform longer. They were great ! Beena fan since the beginning!
",4,3,3,4,2,4,2,1,1,4,2,2
234,233,"so lets see. Thats me, ken, wanda, aunt ree, now whos next, the hate/thirst is real
",3,4,2,2,3,2,3,2,2,3,3,2
235,235,"If your girlfriend friends dont like u .u can hang it up b c theygon lie on yo ass
",2,3,2,1,4,2,3,4,2,2,3,2
236,238,"Sprint users for the iPhone in Chicago I'm not even a sprint user but they pissing me off damn dropped calls inthe middle of great convoy
",4,3,2,1,4,2,2,3,2,3,3,2
237,236,"Wildest field trip since my prison visits in undergrad I'm gon giveyou'll the play by play
",4,4,2,3,2,2,3,1,2,3,3,2
238,237,"I don't know if I'm fooling with them dogs Bro have mypressure up them salty dogs
",3,3,2,2,4,2,3,3,2,3,3,2
239,239,"Para los gringos el 5 de mayo es la independencia de mexico, asi como canadaes su estado mas grande.
",3,2,2,1,2,2,3,2,2,3,3,2
240,240,"This weak ass shit over with. That's two down all that's left is the one who alwaysremains best in my book.
",3,4,2,1,3,2,2,3,2,3,3,2
241,242,"Smph ""Put a MOLLY in dat bitch drink nd she ain even knw it""realli like that's crazy shit!
",1,2,1,1,4,1,2,4,5,2,4,1
242,241,"the screw the rangers button has been pressed, but refs just sucked. Hank let in 2 soft ones +the big guys were invisible.
",3,4,2,2,4,2,1,3,2,3,4,2
243,243,"lls dang Mann I finna in a mintue I went the sleep 11 sum this morningin got up at 3
",3,3,3,3,2,3,1,1,1,4,2,1
244,244,"lol shood I Juss woke up I stayed up till 11 something in went to sleep in Juss gotrite back up at 3
",3,2,3,3,1,2,3,1,2,3,3,2
245,247,"i just might the next female i have in bed lol"" that was sooo wrong!I would sue his ass
",2,3,1,1,4,2,3,5,2,2,4,1
246,246,"I dropped a hot wing on the ground & threw it away last Sunday & I been thinkingabout that shyt ever since.""
",3,2,2,3,1,2,2,1,2,3,2,2
247,245,"Money on the line I came to take what's mind clouds can't block the sun whenit come out and shine
",4,5,2,3,4,3,2,3,2,4,2,1
248,248,"It's almost 1:30 am and I'm just getting in from my date and I come home to my mother being gone ooooh welloff to bed I go
",4,3,4,5,1,3,1,1,2,4,2,2
249,249,"Hate cheap people, like naw i just came with you to WATCH you eat."" Omg that happen to meyesterday I was like WTF
",4,3,2,1,3,2,1,4,1,3,1,1
250,250,"I got This Feeling On a summer day When you were Gone I crashed my Car into a bridge I threw Your Shit into abag and pushed it down
",3,4,2,1,3,2,3,3,2,3,2,2
251,251,"whats goin on? Any way i can get u to check out some of my joints andget ya feedback on em
",3,2,3,4,2,2,2,1,2,3,2,2
252,252,"So i downloaded kik. and saw my baby on it. ""GG you got a kik?"" GG:"" yea daddy yoit late."" lmfao.. So what Im not hipto the jive . Lol
",3,2,3,2,1,2,2,2,2,3,3,2
253,253,"YOU LIVE IN A FAIRYTALE WORLD. EVERYTHING AIN'T PERFECT. . I DON'T GET NO HAND OUTS. FUCK THAT. SOMEBODYGIVE ME SOME FREE SHIT.
",3,2,2,1,4,2,3,5,2,3,3,3
254,254,"Anybody ever experienced someone who constantly tries to make u miserable..belittle you..n threaten u ? Imaginewaking up in hell everyday
",3,4,1,1,5,2,3,5,2,3,4,1
255,255,"I gotta bff ..he understands me ...n wen I say I lovehimmmmm thts my ninja 4life
",4,5,3,5,2,4,1,1,1,4,2,2
256,257,"Ill never regret demanding respect. .cuz where im from respect is everything nppl out here rude af
",4,5,2,2,4,3,2,4,2,3,2,2
257,259,"When I wake up in the morning and stretch, I make babydinosaur noises."" That's kinda sexy.
",3,2,3,3,1,2,4,1,2,3,4,2
258,256,"Soooo tall !! :) dnt really look like a bear to me but I guess u gotta wildside lol I can dig
",3,3,3,4,2,3,2,1,2,3,2,2
259,260,"That's how it's fucking done MIAMIII!!!!! Lebron, you FUCKING beast!!!! Gohome pacers! Fuck outta heaaaaaaa
",3,4,2,1,4,2,2,3,2,3,3,1
260,258,"no its not lol and nothing just trying to make itwhat you been up to
",3,2,4,3,1,2,3,1,2,3,3,2
261,262,"oh yeah of course it does. Doesn't mean I gave to like itthough. I'm just getting old
",4,3,2,3,1,3,2,2,1,4,2,2
262,265,"This shit is hilarious tho. When somebody calls you on your shitjust own up to it.
",3,2,4,2,3,2,3,3,2,3,3,2
263,264,"Got out the car to go in the store. I figured that was a badidea. Now sitting and waiting.
",4,3,4,3,1,3,2,1,1,3,2,2
264,263,"If you text me and ask me can I do you a favor and you didn't even sayhello first. I will ignore!
",4,3,2,2,3,2,1,4,2,3,3,2
265,267,"If I hit the powerball I may as well kill myself. Cause my family will beat me down mentally and emotionally beforeI can ever enjoy it!
",3,2,1,2,4,2,3,2,2,2,3,2
266,266,"no thanks. I didn't read about it. Just read what it is supposed to be. Or at leastthe name of the event.
",2,2,3,2,1,2,3,2,2,2,2,2
267,261,"Anyone know where I could shop for Brazilian bikinis without ithaving to be south beach?
",4,3,3,4,2,3,2,1,2,4,2,2
268,268,"my nephew told some lady that before. I said hold up you gonna have them thinking yamom and I are gay!
",3,2,2,3,1,2,2,1,2,3,2,2
269,269,"There's only 1 reason I would want to be in Philly right now. And despite what ubelieve.... It's not about you!
",4,5,2,3,2,4,1,2,1,4,2,1
270,270,"There was less judgement in the world.Maybe not in the same ways, but we all do wrong atsome point in our life.
",4,3,4,4,2,4,2,2,2,4,2,2
271,271,"Oh hell nawll black people and chicken don't mix let me get my ahh in this kitchen b4 thesedrunk niiggas eat em up!
",1,2,1,1,4,1,1,5,5,2,5,1
272,273,"Why is it so hard to find a 34 D bra... I'm just too picky. Not trying to lookpoint when shits are perky
",3,4,2,3,2,4,2,2,1,3,2,2
273,274,"so you didn't get me any?! What kind of shit is that! Iwould've sent you my address
",3,2,2,1,4,2,3,5,2,3,3,2
274,275,"If you have drugs in your car keep your scary ass off the road in the morning... I don't have time to be drivingslow bc I'm behind you
",3,4,2,1,3,2,2,4,2,3,3,1
275,272,"I can't go down Auntie monkey house to watch bball dese niggas a be hollin rolltide I'll be like df?
",2,2,2,1,1,1,3,1,2,2,3,2
276,276,"So Dame Dash is broke. As black people we need to bebetter with money. Myself included.
",4,3,2,3,2,3,1,2,2,4,2,2
277,278,"I want Jamaican for dinner... So sad I can't have cream soda withit... H20 it will be
",4,3,3,5,1,4,2,1,1,4,2,1
278,277,"Why can't I seem to make it out of NC successfully. The devil is trying to keep me here, that'sa battle he will lose
",2,4,2,2,3,2,3,1,2,3,3,2
279,279,"I think I just want one kid. So they can be anonly child like my mom
",4,3,2,4,2,3,1,1,1,4,2,2
280,280,"I want to get my nails and toes painted on my lunch but Ihave closed toed shoes on
",3,2,3,5,1,3,2,1,1,4,2,1
281,281,"You prob shouldn't have brought your newborn with you to the nail salon.... So youcan get a full set..
",4,3,2,2,1,3,1,3,1,3,2,1
282,282,"They also need to be 7-8 pounds straight out the womblol I like big babies
",2,3,2,2,2,2,2,2,2,3,2,2
283,284,"Put on my swim suit and baby oil for no damn reason.The pool is closed for some ol bullshit but will be open tomorrowand my ass gotta work
",2,3,2,1,1,1,4,2,2,2,4,2
284,283,"Are you at Carowinds ...lol just trying to make sure before Iwave at your twin lmaoo
",3,2,3,3,1,2,2,1,2,3,2,2
285,285,"grams empty out my purse cuz she wearin it to a weeding! I hope my weed bowl wasn't in there! she go kick my ass andi need it tonight lol
",2,2,1,1,3,1,4,2,2,2,4,2
286,286,"God looked out fa us last nite ona foe we all cudvebeen dead on ma soul
",3,4,3,4,2,3,2,1,2,4,2,2
287,287,"Nah people are too quick with these things they must have people on stand-by waiting for celebrities to fuck up sothey can pic stitch it
",4,3,2,1,3,2,2,3,2,3,3,1
288,289,"So you think its cute girls fussing over u LOL I'm to grown for the bull shit just no I played the games uplaying along time ago LOL
",4,4,3,2,2,4,1,2,1,4,2,1
289,288,"Lady at the nail salon tried to steal my nail polish,you are not loww Ming.
",2,3,2,2,3,2,2,3,2,2,3,2
290,291,"How You Gone Try && Pop Out At 11 Some Out The Blue At That &&Expect Somebody To Come Outside
",3,4,2,1,2,2,3,3,2,2,3,2
291,290,"- Boy you sorry af I had to do everything yesterday when we played thehood boys stop all that..
",2,3,1,1,4,2,4,4,2,2,4,2
292,292,"I have so much anger built up so please warning you don'tget on my bad side
",3,4,1,2,5,2,1,4,2,3,4,2
293,294,"Well - Mmmm-bop is gone but now I am humming I saw the sign& Barbie girl. Thanks &
",2,3,2,1,3,2,3,4,2,2,4,2
294,296,"With my new bitch rite now I like her style cuz treat me Betta and fuck meBetta we on another level
",2,4,2,1,3,2,2,4,1,3,2,2
295,297,"White ppl can come together and make neo Nazi's and us blacka still fightingover blocks, streets and colors
",2,3,2,1,4,2,3,4,2,2,4,2
296,293,"I text more than I talk soo whatever all the people I need and want to talkto have iMessage sooo whatever.
",4,3,2,2,1,4,2,1,1,4,2,2
297,295,"Hey I know the Spurs wish they still had Jackson to shoot some threes.Lol great call coach Pop.
",4,3,3,4,2,3,1,1,2,4,2,2
298,298,"So sick of these nights alone and now its going to be every night. I've really gotto find a friend!!! :(
",3,2,2,3,1,2,3,1,2,3,3,2
299,299,"Playas mess up lol but I wanted to know if I buy me a pressing combcan you press my hair
",2,3,2,3,1,2,3,1,2,2,2,2
300,300,"Real bitchxs dey lust em hatein niggas disgust em i see u takn em shots deybounce off em its nth
",2,3,2,1,4,2,3,4,2,2,3,2
301,303,"I don't see why people be scared to tell somebody they feelingthem."" < fear of rejection
",4,3,3,4,2,3,2,1,1,4,2,2
302,302,"I see my phone still acting up. Folks thinking they on blocked list cause they texting me and I'mnot even getting the messages
",3,2,2,3,1,2,3,1,2,3,3,2
303,301,"come back to lr so we csn go eat?? Lol"" but come getme so I can go...
",3,2,3,3,1,2,3,1,2,3,3,2
304,304,"Why not if everybody see what that person see mmmmm n out da blue tell me bout itlike I wanted to kno
",3,3,2,2,2,3,2,2,2,3,2,2
305,306,"I miss you to Judy come back down six u was suppose tobe here on lante b-day
",4,3,3,5,1,4,1,1,1,4,1,2
306,307,"This nigga jcole ji OC lol hope my man dont get caughtup for no dumb shit
",4,3,4,5,2,4,1,1,1,4,2,2
307,305,"U rite I don't kno never did kno n never did want to kno I always respected u as a woman never brought bullshitto da table yall did
",3,2,4,3,1,3,1,1,1,3,2,1
308,309,"At work still w8tin 4 it to slow down but glad my hang over gone curric I'msticking to jack an crown
",3,4,2,3,2,2,2,1,2,3,2,2
309,308,"Mfs wana be like Trice whole time tho. Just Tryna switch her shit up a lilpeon ass lil Thot .
",3,2,2,2,3,2,2,3,2,3,3,2
310,310,"I neva ask for Xmas gifts bc the stuff I want costwaaay too much for ppl.
",4,3,3,3,2,4,1,2,1,4,2,2
311,313,"On the way home -_- oh well.. Had a great timewith the family !
",4,3,4,5,1,4,1,1,2,4,2,2
312,311,"She came up wit ideas and suggestions to get me out a bind and it worked. Inormally NEVER ask for help.
",4,4,3,4,2,3,1,1,1,4,2,2
313,312,"I say that bc I always mad D's in school, andlook how I turned out.
",2,4,3,2,2,2,2,2,2,3,2,2
314,317,"My Bro Slow AF. Smh. This Nigga Lit The Wrong End Of The Cigarette... GladI Didn't Wanna Hit That!
",2,2,1,1,2,1,2,3,2,2,2,1
315,314,"Love is much like a Checking Account you can't withdraw more than you have deposited. And you can't give more thanwhat you have on deposit
",4,3,3,3,2,4,2,2,1,4,2,2
316,315,"no I heard that from somebody else I told her what u said about that other thing I juss put that withthat in is u supposed
",3,2,2,1,2,2,3,1,2,3,3,2
317,316,"We spoke real quick last night man.. Liking some of the beats I heard on your page.. Definitely gottaget up with you soon
",4,3,3,5,2,4,2,1,2,4,2,2
318,318,"That 1 time when u need something and its not where u put it!!!The story of my life
",3,2,1,3,1,2,3,2,2,3,3,2
319,320,"I hate when bitches in food service have a damn attitude. I should go back and curse thatmf out at captain Ds
",2,4,1,1,5,1,2,5,2,2,4,1
320,319,"I missed so much good tv today...but I had a good excuse...from the foundation up tho
",4,3,2,4,1,4,2,1,1,4,2,2
321,321,"omg , my baby Kellee is coming . yall dont understandhow much i miss her.
",3,4,2,3,1,3,2,1,1,3,2,1
322,322,"yeah just for this weekend. You'll be back at it nextweek. You always do lol.
",4,3,2,3,1,3,2,1,2,4,2,2
323,323,"If you have to wipe your ass more than 3 times after a shit, get yoshitty booboo ass in shower.
",3,4,2,1,4,2,3,5,2,2,4,1
324,325,"Dept of education is cutting pell grants to community colleges. They haven't putthat on mainstream media though.
",1,3,3,2,1,1,1,1,1,2,2,1
325,326,"people can't stand to see you doing better than them. Andit's always our own color.
",3,4,2,2,3,3,2,2,2,3,2,2
326,327,"Obama says our foreign oil dependence is down 30 percent but gas keep rising. We might needto call them back lol
",3,2,2,2,3,2,3,2,3,2,3,2
327,328,"My NIg flying in from Seattle and I'm flying in from ATL. Boutto have a good time.
",4,3,3,4,2,4,1,1,1,4,2,2
328,324,"The White House has missiles under the front lawn and an underground bunker 6 stories underground that canwithstand a full nuclear attack
",2,2,2,2,2,1,4,1,3,2,4,2
