Row,Original Index,Person1,Intelligence1,Determination1,Calmness1,Politeness1,Aggression1,Sophistication1,Incoherence1,Rudeness1,Stupidity1,Articulation1,Unsophistication1,Laziness1,Person2,Intelligence2,Determination2,Calmness2,Politeness2,Aggression2,Sophistication2,Incoherence2,Rudeness2,Stupidity2,Articulation2,Unsophistication2,Laziness2
102,102,"Boy, Teya is trying to see granny and such. I'm going to see though, i'm going tohit your boost! No questions
",3,4,2,1,4,2,2,4,2,3,3,2,"boy teya tryin go see granny, & shit. Ima see doe, imahit ur boost!"" No questions
",2,4,2,1,4,1,4,4,3,2,5,4
103,103,"I got the jack. What else do I need? I need sugar and pebbles.That is in it
",3,3,3,3,2,3,2,2,2,4,2,2,"I got the jack wat else I need sugar wats dem pebblesthat be in that shit
",2,3,2,1,3,1,4,4,3,2,4,3
104,104,"I'm tired of so many people. \""I\""m so shady\"" \""Hi! What's going on?\"" I'm at theABC store with it. I'm going to talk to you.
",3,3,3,4,2,2,2,2,2,4,3,2,"I'm over so many ppl , I'm so shady"" aye wats good"" I'm at theabc store with it""ima holla
",3,3,3,1,3,2,4,3,3,2,4,3
105,105,"Ten dollars for a call from jail. This shit is over with. See you when you come home, brother.
",3,3,3,2,2,3,2,3,2,4,3,2,"Ten dollars from a call from jail... Shit over wit... See uwhen u come home bro
",2,3,3,2,3,1,4,3,3,2,4,4
106,106,"I think there is a raccoon or possum walking around in my house, I'mreally scared right no
",3,2,2,4,1,4,1,1,2,4,2,1,"I think it's a raccon or possum walkin round my house I'mscared ass shit rite now
",2,3,1,1,3,1,3,4,3,2,4,4
107,107,"People's whose kids are named after stores aren't going to be able to spell their names until they're twelve...and write their name in cursiveuntil they're like twenty. I'm shaking my head.
",3,2,3,3,2,3,1,2,2,4,2,1,"Ppl kids name after stores aint Goin be able to spell them joints till they twelve...and write they name in cursivetill they like 20 smh
",2,2,2,1,3,1,4,4,3,2,4,3
108,108,"The two for ten deal at Friday's is worth it because the food is served quickly because fast food restaurants want to servetrash food quickly for ten dollars.
",3,2,3,3,2,3,1,2,2,4,2,1,"2 for 10 at Fridays be so clutch for the quickness cuz fast food joints want10 dillas for some trash
",2,3,2,1,3,1,4,4,3,2,4,3
109,109,"People's meals on instagram look like some real trash. Keep that shit in your house!
",3,2,2,1,4,3,2,4,2,4,2,2,"Ppl plates on the gram be lookin like some straight trashkeep that shit in house!!!
",2,3,1,1,5,1,4,5,3,2,5,4
110,110,"I just called my girlfriend and she finished schoolshe smoke my joint to
",2,2,3,2,2,2,3,2,3,2,4,3,"I jus call boo and she finished Skool she drink andshe smoke my reefer too...
",2,2,3,2,2,2,3,2,3,2,4,3
111,111,"I'm about to look at forty meals on instagram that will get meexcited. I'm starving. Damn.
",3,2,3,3,2,3,2,2,2,3,2,2,"Bout to see like 40 plates on the gram get meheated I'm starving like shit
",2,4,2,1,4,1,3,4,3,2,4,2
112,112,"Boy, you have two different females texting you. So I'm going to havetwo different men texting me.
",3,3,3,3,3,3,1,3,3,4,3,2,"Boaaaa, u got TWO DIFFERENT FEMALES TEXTING YOU.... SOOOO IMAA HAVETWO DIFFERENT NIGGA TEXTING ME.
",2,4,1,1,5,1,4,5,4,2,5,1
113,113,"70 degrees in Nashville. About to take a trip and then heading to the bar to get drunk. After that I will be.
",2,3,3,3,2,2,2,2,2,3,3,3,"70 degrees in Nashville. Bout to take a trip to and then heading to get my drunk on. After thatI will be at .
",3,3,3,3,3,2,2,2,2,3,3,4
114,114,"In the same way, they announced the arrival of my train after itpulled off, I'm so not happy
",3,2,2,2,3,2,2,2,2,3,3,3,"Continuing the same way, they announced the arrival of my train after itpulls off, so not happy
",3,2,2,2,3,3,2,2,2,3,2,3
115,115,"Women get into trouble in on the streets and when someone pressures themthey tell the police
",3,3,3,3,2,3,1,2,2,3,2,2,"Females be get they self into street shit but wen somebody put pressure on theyass they tell the police
",2,3,2,1,4,1,4,4,3,2,4,3
116,116,"A.J., have you ever thought about leaving TNA and going to the WWW? With your skills, they wouldn'tknow what hit them. Trust me
",3,3,3,4,2,3,2,2,2,4,2,2,"A.J., have u ever thought about leaving TNA and going to the WWW? With your skills, they wouldn'tknow what hit them.trust me.
",2,4,2,2,3,1,4,3,3,2,4,4
117,117,"I had no choice! I was already all into the television showand couldn't look away. I'm laughing!
",3,2,4,4,1,3,2,1,2,4,2,2,"i had no choice ! Like i was already all into the tvand couldn't look away lol
",2,2,3,3,1,2,3,1,3,3,4,3
118,118,"When I see a pretty girl who has a weave it is the same as seeing a man with an inky black dye combed through his hair
",3,2,3,3,2,3,2,2,2,3,2,1,"When I see a pretty girl with weave its the equivalent to a girl seeing a dudewith Beijing in his hair""
",2,2,2,1,3,1,2,4,3,2,4,1
119,119,"It is funny watching Negros go through problems like I do but it is not funny when I go  through shit. Fuck it though.
",2,3,2,1,4,1,1,5,4,4,5,3,"It's funny a watching niggas go thru problems like I do but it's not funny when I gothru shit fuck it tho
",2,3,2,1,4,2,2,5,4,3,5,3
120,120,"Men, call a single woman that's been ignored lately. Say you need to do something nice for her and make her feel goodand kiss he
",3,3,3,3,2,3,2,2,2,3,2,2,"Fellas call dat single chick dats been sitting outt all cuffing season, say u gonna shovel her snow, ring her belland kiss her in mouth
",2,4,2,1,4,1,4,4,3,2,5,1
121,121,"She is going to have to make a decision right then and there. Kiss on the mouth withan ass grab...or no snow shovel.
",3,4,3,2,3,3,2,3,2,4,2,2,"She gonna have to make a decision right then and there...Kiss in mouth withass grab...or no snow shovel...
",2,4,3,1,4,1,4,5,4,2,5,4
122,122,"Soon the people that don't play basketball are going to say that Griner could play in the NBA, when she actually couldn't make a division 1 or a division 2 team.
",3,2,3,3,2,3,1,2,2,3,2,1,"Soon the none basketball playing in LIFE clowns are gonna say Griner could play NBA ball...when she couldn't makea D1 or D2 team.
",2,3,1,1,4,1,3,4,3,2,4,1
123,123,"Middle age buddy that shovel that is for his ride and had a bad day going to be onsome bus driver stuff, that's funny
",3,2,3,3,2,3,2,2,2,3,2,2,"middle age buddy dat shovel dat ish for his whip and had a bad day gonna be onsome bus driver ish lol
",2,2,3,1,3,1,4,4,3,2,5,3
124,124,"Sadly, so many high schools have crippled these players academically, that even JUCO is hard for them.
",3,2,3,3,2,3,2,2,2,3,2,2,"Sadly so many HS has crippled these players academically that evenJUCO is hard for them...
",2,2,3,2,2,2,4,2,3,2,4,4
125,125,"Tell them what happened to the mouse in the house the next next play though. (Then askwho won all the games).
",3,4,3,3,2,3,2,2,2,4,2,2,"tell em what happen to the mouse n the house the VERY next play tho (den askwho won ALL the games)
",2,4,2,2,3,1,4,3,3,2,4,4
126,126,"Have you ever bumped into someone your age and he still takes gang banging seriously? At what age does a reference to another gangnot make you want to fight
",3,2,3,3,2,3,1,2,2,3,2,2,"U eva bump into a nigga yo age and he STILL take Gang banging serious? At what age do a reference of another gangNOT make u wanna fight?
",2,4,1,1,5,1,4,4,3,2,4,2
127,127,"Dear Greeks, if by thirty becoming a member of your organization is your greatest achievement, you don't deserve your fucking letters.
",3,4,1,1,5,3,1,5,2,4,2,1,"Dear Greeks, If by 30 becoming a member of your org is ur greatest achievement...Udon't deserve ur fucking letters.
",2,4,1,1,5,1,4,5,2,2,4,4
128,128,"Once I am able to escape this competitive struggle for wealth and power I will be taking daytime naps and I will go to the chiropractor.
",4,4,4,4,2,4,1,1,1,4,2,3,"I swear when I get out this rat race imma be taking middaynaps and going to chiropractor...
",3,4,3,2,3,2,3,3,2,2,4,4
129,129,"Ladies, the older you are in life the more things you aregoing to have to sift through
",3,2,4,4,2,4,2,2,2,4,2,2,"Ladies, the older you are in the ""game"" the more Bullshit urgonna have to sift thru...
",2,4,2,1,4,2,3,4,3,3,4,3
130,130,"I'm sick of going to this dealership when random lights go out. However I do lovea free truck wash.
",3,2,3,3,2,2,2,2,2,3,3,3,"Sick of going to this dealership for random lights going out...BUT I do lovea free truck wash. *bling*
",3,3,2,2,3,1,2,3,3,2,5,3
131,131,"Half of what you want is better than zero of what you want. But it's mean if vocalized.
",3,4,2,1,4,2,1,5,2,3,4,2,"1/2 of what you want > Zero of what you want.But its mean if vocalized
",4,3,3,2,3,4,2,4,1,4,2,3
132,132,"Bill collectors take fractions of debt on the dollar sometimes, and I don't expect you toagree about the RS, man.
",3,2,3,3,2,3,2,2,2,3,2,2,"Bill collectors take fractions of debt on the dollar sometimes...and I don't expect u 2agree about the RS ish...
",2,2,3,2,2,1,3,3,3,2,4,4
133,133,"Fucking where is it? So it's a store that will sell you fourfifths of Patron for $49.99.
",3,3,3,2,3,3,2,3,2,4,3,2,"Fucking WhERE?!!!! T So its a store that will sell U 4fifth of Patron for 49.99
",2,4,1,1,5,1,4,5,3,2,5,4
134,134,"Immediately go back to the hotel and hope you don't have too many jerks on your team that play the replay on their ipads.
",4,3,3,3,2,4,1,2,2,4,2,2,"immediately go back to hotel and hope u aint got TOO many jerks on ur team dat playthe replay on they ipads.
",2,3,3,1,3,1,4,4,3,2,4,4
135,135,"All the women who have sent off the shape  challenged women should be ashamed.of the world. Shame on you
",3,4,1,1,4,3,2,4,2,3,2,2,"Shame on ALL you women that has sent off the Shape Challenged womenof the world...shame on yall.
",2,5,1,1,5,1,4,5,4,2,5,1
136,136,"On the way to the gym to sweat the rest of this bug out. I can't beconducting workshops looking sick.
",4,5,3,3,2,4,1,1,1,4,2,1,"On way 2 gym to sweat the rest of this bug out...can't beconducting workshops looking all sick
",3,4,3,2,2,2,4,2,2,2,4,3
137,137,"We're not going for that family. My kid is going to get all the cool shit...because Daddy and Mommy work hard as shit for it.
",3,4,2,2,3,3,1,3,2,4,2,1,"we aint going for that fam. My kid gonna get ALL the cool shit...cuz Daddy and Mommy workshard as shit for it.
",2,4,2,1,4,1,3,4,3,2,4,1
138,138,"Yeah you know with Groupon they just give you that moneyback to get something else
",3,2,3,3,2,3,2,2,2,3,2,2,"yea u know with groupon they jus give u dat breadback to get sumthing else...
",2,2,3,2,2,1,4,3,3,2,4,4
139,139,"So the other business units are sending emails to IT while weare in conference because they are out. I'm shaking my head.
",3,2,3,3,2,4,1,2,2,4,2,2,"Sooo the other business units sending emails to IT while wein conference cuz they out...smh
",2,2,2,2,2,1,4,3,3,2,4,4
140,140,"Kelly is a fat ass heifer...and we lover it! Let her show her crotch...We are lovingher direction right now. Laugh out loud.
",2,2,2,1,4,1,2,5,4,3,5,2,"Kelly is a Fast ass Heffa...and we love it! Let her set dat poon out...We lovingher direction right now lol
",2,2,2,1,4,1,2,5,4,3,5,2
141,141,"It doesn't work when you work everyday while those that aren't working are sitting around eyingthings you've worked hard for
",3,4,2,2,3,3,2,3,2,3,3,1,"it doesn't work when u work everyday and dem bums sitting in ur hood watching YOURshit u worked hard for.
",2,4,1,1,4,1,3,4,3,2,4,1
142,142,"In three years do you have the ability to do the same thing you are doing now.If you do not you are wasting your time
",4,5,3,2,4,4,1,3,1,5,2,1,"Can you do what you doing right now...3 years from now?If not your wasting time.
",3,4,4,3,3,2,2,2,2,3,4,2
143,143,"I can actually believe the stat. I was wondering who tookthe time to take the poll.
",3,2,3,3,1,3,2,1,2,3,3,2,"I can actually beleive the stat...i was just wondering who tooktime to take the poll.
",3,2,3,2,1,2,3,2,3,2,4,2
144,144,"Every time I ask for a cup of water at a fast food restaurant, I always fill it up with soda.
",3,4,3,2,2,3,1,4,3,4,3,3,"Everytime I ask for a cup for water at a fastfood Joint...I alwaysfill it up with pop
",2,4,3,2,2,2,3,4,4,2,4,3
145,145,"I hate the little sign on my phone that says I' have a voicemail...I hate the red light on my workphone when I have a voicemail.
",4,3,3,3,2,4,1,2,1,4,2,2,"I hate the lil sign on my phone dat says I gotta Voice Mail...I hate the red lite on my workphone when I gotta Vmail.
",2,3,3,2,2,1,4,3,3,2,4,4
146,146,"I'm more of the service-at-a-soup-kitchen, paint-a-school type of community service kind ofguy. I'm not a role model.
",3,3,3,3,2,2,2,2,2,3,3,2,"I'm more of the service at a soup kitchen..Paint a School type of Community Service kindaguy...I'm not a role model.
",3,3,3,3,2,2,3,2,3,2,3,2
147,147,"I have been on auto pay forever. I got one percent inapr deduction because of it.
",4,3,4,4,1,4,1,1,1,4,1,2,"I been on auto pay since foreva! Got some 1percent inapr deduction cuz of it.
",2,3,2,2,2,1,4,2,3,2,4,3
148,148,"I couldn't do anything by laugh...she was dead serious and smiled in my face like \""yeahman, you see it\"". It was funny.
",3,4,3,2,3,3,2,3,2,3,3,2,"I couldn't do shit but laugh...she was dead serious and smiled in my face like ""yeanigga u see it"" lol
",3,4,3,1,4,2,2,5,2,3,4,2
149,149,"Then she is so gangster. She ends the conversation, looks at me for a little bit, and then opens up this bible pamphlet
",3,3,3,3,2,3,2,2,2,4,2,2,"Den she so gangsta...she ends convo looks at me for little bite denopens up this bible pamphlet!!!
",2,4,2,1,4,1,5,4,4,1,5,4
150,150,"I didn't speak about Lillard because I never mentioned him. I spoke about AD and Barnes Like I expected, Barnes isgoing to take it well.
",4,3,3,3,2,4,1,2,1,4,2,1,"I didnt speak on Lillard cuz i made no reference to him.i spoke on AD and Barnes.and Barnes like i expected isgonna be a good pro
",3,3,3,3,2,2,3,2,2,2,4,4
151,151,"I said AD won't beat ROY, and Barnes was going to be a good pro, and the game wasmore suited for the pros.
",3,3,3,3,2,3,2,2,3,4,3,3,"I said AD wont be ROY and Barnes was gonna be a Good Pro...and Game wasmore suited for the Pros
",3,3,3,2,3,3,1,2,3,4,3,2
152,152,"That's a recipe for disaster. A woman that won't shut up or sit down. When is that ever going to getwins? It's less extreme ways.
",2,3,1,1,4,1,3,4,3,2,4,2,"that's a recipe for disaster. A woman that won't shut up or sit down. When is that ever gonna getwins? Its less extreme ways.
",3,3,2,2,3,2,1,3,2,4,3,2
153,153,"We can agree to disagree, but I'm no advocate to any woman thinking it's ok to never shut up and have a seat.
",3,4,3,2,3,3,1,3,3,4,2,1,"we can agree 2 disagree. But I'm no advocate to any woman thinking its ok 2 neva shutup and have a seat...
",2,4,3,1,4,1,4,4,4,2,4,4
154,154,"I think every Married woman on my timeline is nodding their head...while thesingle ones are not catching it
",3,2,3,3,2,3,2,2,3,3,2,1,"I think every Married woman on my TL is nodding they heads...while thesingle ones aint catching it.
",2,2,3,2,3,1,4,3,4,2,4,4
155,155,"If everyone calmed down before making a decision a lot will be different...but to be fair a woman carrying on is as annoying as shit. Laugh out loud.
",2,2,2,1,4,1,2,5,3,3,4,2,"if everyone calmed down before making a decision a lot will be different...But to be fair a woman fussingis annoying as shit lol
",2,2,2,1,3,1,2,5,3,3,4,2
156,156,"Let DJ come home and tell me all he did was watch videos with a sub and everyonein class doesn't have books. Shit.
",3,2,3,2,2,3,2,2,2,3,2,2,"let DJ come home and tell me all he did was watch Videos with a Sub and every 1in class aint got books.sheeid
",2,2,2,1,3,1,4,4,3,2,4,3
157,157,"Sometimes, men approach some women who are not that cute because they hope she is super attentive and domesticand has an untouched good vagina.
",3,3,3,2,3,3,1,3,3,3,2,2,"Sometimes dudes holla at chicks dats not that cute cuz they hope she like super attentive and domesticand got untapped good poon.
",2,3,3,1,3,1,3,4,4,2,4,2
158,158,"Are you trying to say that getting a white woman will help you be great ifyou're a black man? Laugh out loud.
",3,3,2,2,4,3,1,4,2,4,2,1,"are u trying to say that getting a white woman will help u be great ifyour a black man? lol
",2,3,3,2,3,2,3,4,3,2,4,4
159,159,"How is that funny? Maybe interaction with you is more immediately satisfying than those causes...wearen't all that self righteous, brother.
",3,2,3,3,2,3,2,2,2,3,2,2,"how is that funny? Maybe interaction with you is more immediatly satisfying that those causes...weall aint self righteous bruh
",2,2,3,2,3,2,3,3,3,2,4,3
160,160,"It helps by showing you can be responsible for yourself and that'sthe first step before unity.
",3,4,3,3,2,3,2,2,2,3,2,2,"it helps by showin u can be responsible for SELF and thatsthe 1st step before unity.
",2,4,2,2,3,1,3,3,3,2,4,4
161,161,"And that's just one scenario...it's a mile more ...hence why the bases should be..Be a responsible person. Period.
",3,4,3,3,3,3,2,3,2,3,3,2,"and thats just one scenrio....its a mille more...hence why the bases shouldbe ...BE A RESPONSIBLE PERSON..Period
",3,5,2,1,4,1,1,5,2,2,4,1
162,162,"How do you understand an analogy, but yet not understand it at the same time? OK. Let me try this. You're not a dad. Do you think you can speakabout it to dad?
",3,4,3,3,2,3,2,2,2,4,2,2,"how do u understand an analogy and not at same time? Ok lemme try this...ur not a dad...do u think u can speakon it 2 a dad?
",2,4,3,2,2,1,4,3,3,2,4,4
