Text,Intelligence,Kindness,Sophistication,Aggression,Emotional,Laziness,Factual,AAVE Line
"Whenever people lose too much weight too quickly, people automatically think one of two things. They're either smoking or sick. It's funny.",6.0,2.0,3.0,4.0,7.0,8.0,9.0,Whenever ppl lose too much weight too quick ppl automatically think one of two things. They'reeither smoking or sick lol
It's going to be 93 degrees today! We just skipped spring and went straight to summer. Shaking my head.,6.0,7.0,4.0,3.0,8.0,9.0,2.0,It's gon' be 93 degrees today! We just skipped Spring andwent straight to Summer smh
It's about to storm. They're interrupting the tv shows. You all know my theory. I'm laughing. It must be serious.,4.0,2.0,3.0,6.0,7.0,5.0,0.0,It's bout to storm. They interrupting the tv shows. Y'all know mytheory. Lol must be serious
I understand now why people just order cheeze pizza. It's less work and probably safer. I'm laughing,4.0,2.0,1.0,3.0,5.0,8.0,0.0,I see now why ppl just get cheese pizza. It's wayless work... and safer lol
My mind is at peace every night. That means something to many making unsatisfying commitments,6.0,8.0,4.0,1.0,7.0,3.0,2.0,"Mind at peace every nite, that means something to many with themost unsatisfying commitments to make."
I just got done listening to that junk. I had that shut blasting inher little car.,4.0,2.0,1.0,8.0,6.0,3.0,0.0,just got done listen to that junt . had that shit bumpin inher lil whip . .
"Why does Mother's Day have to be the day after graduation. I can't shine for 48 hours. I'm laughing. Just kidding. I love my mom. I'm laughing my ass off, and being petty",4.0,7.0,2.0,6.0,8.0,1.0,0.0,"Why Mother's Day gotta be the day after Graduation I can't shine for 48 hours lol jk Ilove my mama"" lmaoo petty"
I guess we're not celebrating her birthday because she has saidnothing about i,4.0,2.0,3.0,6.0,5.0,1.0,8.0,I guess not celebrating her b day cause she hasn't saidnot one thing about it
Chan is made because the Lakers are not in the playoffs...I wonder who he will cheerfor when Kobe retires! I'm laughing.,2.0,4.0,6.0,9.0,8.0,3.0,0.0,"Chan mad cuz the Lakers not in playoffs...I wonder who he will cheerfor when Kobe retire!"" Lmao"
"I was like, \""Oh, that's nice. What's that?\"" She was like \""a three piece chickenwing and a biscuit.\"" It was funny.",4.0,6.0,7.0,2.0,8.0,9.0,1.0,"I was like O_o ""oh, that's nice. What's that?"" She was like ""a 3 piece chickenwing and a biscuit"" lmao"
I think a couple of burnt hot dogs and bratwursts shall be in my near future.,4.0,7.0,3.0,6.0,8.0,9.0,5.0,I think a couple of burnt hot dogs and brats shallbe in my near future.
"Seriously though, we often confuse arguing with debating. I feel that men and women don't debateenough and argue too much.",8.0,9.0,7.0,2.0,6.0,3.0,10.0,"seriously though, we often confuse arguing with debating. I feel that men/women don't debateenough and argue too much."
I can't even yell properly. My voice cracks. Shaking my head. Just stick your finger in yournose. That wins most arguments.,2.0,1.0,3.0,8.0,4.0,6.0,5.0,"I can't even yell properly. My voice cracks. Smh"" just stick your finger in yournose. That wins most arguments."
What's the classy ratchet move for this evening? I only brought myratchet personality with me today,4.0,2.0,1.0,8.0,6.0,7.0,0.0,what's the classy ratchet move for this evening? I only brought myratchet personality with me today
"Every time they are together she opens her mouth to say \""The Way He Had Me Feeling\"". What the fuck kind of way did you have her feeling?",4.0,2.0,1.0,6.0,5.0,3.0,0.0,"Everytimee They Together She Open Her Mouth To Say ""The Way He Had Me Feeling "" Tf Kindaa Way DidYouu Have Her Feeling ?"
"Literally though, Leonard is the only player who looks like he can keep up. Theball movement is looking all right.",4.0,6.0,3.0,2.0,7.0,8.0,5.0,"Literally tho,Leonard is the only player who looks like he can keep up, theball movement is looking AOK"
"Nobody I know is up this early in the morning, so I choosenow to reflect on life.",6.0,9.0,8.0,2.0,7.0,4.0,8.0,Nobody I know is up thee dearly morning so I choosenow to reflect on life
"The fact that we pour ourselves out to Twitter just goes to show you that we really just need to get our problems out, butwe are too afraid to say them.",4.0,3.0,2.0,7.0,6.0,8.0,0.0,Fact that we pour ourselves out to twitter just goes to show you that we really just need to get our problems out butto afraid to say them
"I have been telling you all from day one, Knicks are not that nice, they just havebetter players than most teams.",8.0,4.0,5.0,7.0,6.0,3.0,0.0,I been telling y'all from day one Knicks are not that nice they just havebetter players than most teams
I was saying that they don't listen to you and they just keep saying how you are not a true freak even thoughyou told them you are not.,4.0,2.0,3.0,7.0,5.0,1.0,0.0,I was saying that they don't listen to you and just keep saying how u not a true freak even thoughu told them u not
"We have been beating shit lately and we ain't playing around this summer. You all had better get some straps becauseshit is getting real, little brother.",4.0,2.0,3.0,9.0,5.0,1.0,0.0,"We been beatin shit lately & we ain't playin round this summer.""y'all betta get sum straps cuzshit gettin real lil bra"
"You fuck with me, I fuck with you. I will never lie to you. You got to be honest with yourself. That is what makes it that truth.",8.0,6.0,7.0,5.0,9.0,0.0,0.0,You fuck with me I fuck with you..I will never lie to you..gotts be honest with yaself that'swhat make it tha truth
I'm getting MicroBrains in my whole head of hair. It took all night yesterday and it's going to take all day today. Only some will understand.,2.0,8.0,4.0,6.0,9.0,7.0,0.0,Getting MicroBraids in my head full I hair took all night yesterday and gonna take all daytoday only some will understand
"If this little boy watches another motherfucking WWE fight on my computer, I'm going to body slam his ass.",4.0,2.0,3.0,9.0,2.0,1.0,0.0,If this lol boy watch another mothafucckin WWE fight on my computer ...Imma body slam his ass
"I saw the segment on Steve Harvey. I was so intrigued by your story! Perfect example of a good, God-fearing man overcoming obstacles.",4.0,7.0,6.0,2.0,8.0,9.0,0.0,"Saw segment on steve harvey. I was so intrigued by your story! Perfect example of a good,God fearing man overcoming obstacles!"
"If your girlfriend's friends don't like you, you can quit because theyare going to lie about your ass.",4.0,3.0,2.0,8.0,6.0,5.0,1.0,If your girlfriend friends dont like u .u can hang it up b c theygon lie on yo ass
It was the wildest field trip since my prison visits in undergrad. I'm going to giveyou the play by play.,6.0,8.0,4.0,2.0,7.0,3.0,5.0,Wildest field trip since my prison visits in undergrad I'm gon giveyou'll the play by play
"I don't know if I\""m involving myself with them. Brother, they have my blood pressure up. Those grumpy people.",6.0,4.0,7.0,8.0,9.0,1.0,0.0,I don't know if I'm fooling with them dogs Bro have mypressure up them salty dogs
"Spring users for the iPhone in Chicago, I'm not even a Sprint user, but they are angering me with damn dropped calls inthe middle of great conversations.",4.0,3.0,2.0,7.0,6.0,1.0,8.0,Sprint users for the iPhone in Chicago I'm not even a sprint user but they pissing me off damn dropped calls inthe middle of great convoy
This weak shit is over with. That's two down and all that's left is the one who alwaysremains the best in my book.,4.0,2.0,3.0,7.0,1.0,6.0,0.0,This weak ass shit over with. That's two down all that's left is the one who alwaysremains best in my book.
"The screw-the-Rangers button has been pressed, but referees just sucked. Hank let in two soft ones and the big guys were invisible.",6.0,3.0,2.0,7.0,8.0,1.0,4.0,"the screw the rangers button has been pressed, but refs just sucked. Hank let in 2 soft ones +the big guys were invisible."
I went to bed shortly after 11 am.I woke up at 3,2.0,4.0,1.0,3.0,6.0,9.0,0.0,lls dang Mann I finna in a mintue I went the sleep 11 sum this morningin got up at 3
"This is funny. Shoot, I just woke up, I had stayed up until 11-something and went to sleep. Just gotright back up at three",4.0,8.0,5.0,0.0,6.0,7.0,9.0,lol shood I Juss woke up I stayed up till 11 something in went to sleep in Juss gotrite back up at 3
Money on the line I came to take what's mine clouds can't block then sun whenit comes out and shin,2.0,1.0,3.0,9.0,6.0,4.0,0.0,Money on the line I came to take what's mind clouds can't block the sun whenit come out and shine
I dropped a hot wing on the ground and threw it away last Sunday. I have been thinkingabout that shit ever since.,4.0,2.0,3.0,6.0,5.0,7.0,8.0,"I dropped a hot wing on the ground & threw it away last Sunday & I been thinkingabout that shyt ever since."""
"It's almost 1:30 am and I got home from a date. My mother was home and said \""Oh, I'm going to bed.\",4.0,8.0,6.0,2.0,7.0,5.0,9.0,It's almost 1:30 am and I'm just getting in from my date and I come home to my mother being gone ooooh welloff to bed I go
"I hate cheap people, like \""no, I just came with you to watch you eat.\"" Oh my god that happened to meyesterday. I was like what the fuck.",4.0,2.0,3.0,7.0,8.0,1.0,9.0,"Hate cheap people, like naw i just came with you to WATCH you eat."" Omg that happen to meyesterday I was like WTF"
"So I downloaded kik and saw my baby on it. \""GG you got a kik?\"" \""GG.\"" Yeah honey, you are late. That's funny. So what? I'm not hip.That's funny.",2.0,3.0,1.0,7.0,4.0,5.0,0.0,"So i downloaded kik. and saw my baby on it. ""GG you got a kik?"" GG:"" yea daddy yoit late."" lmfao.. So what Im not hipto the jive . Lol"
You live in a fairy tale  world. Everything isn't perfect. I don't get anything for free. Fuck that. Somebodygive me some free shit.,4.0,2.0,1.0,7.0,6.0,8.0,0.0,YOU LIVE IN A FAIRYTALE WORLD. EVERYTHING AIN'T PERFECT. . I DON'T GET NO HAND OUTS. FUCK THAT. SOMEBODYGIVE ME SOME FREE SHIT.
"I have a best friend. He understands me, and when I say love him, that's my best friend for life.him that's my best friend for life",6.0,9.0,4.0,2.0,8.0,7.0,1.0,I gotta bff ..he understands me ...n wen I say I lovehimmmmm thts my ninja 4life
When I wake up in the morning I stretch making baby dinosaur noises. dinosaur noises. That is kind of sexy.,4.0,2.0,3.0,1.0,7.0,6.0,0.0,"When I wake up in the morning and stretch, I make babydinosaur noises."" That's kinda sexy."
"That is how you do it, Miami! Lebron, you are a beast! Go home, Pacers! Leave",2.0,1.0,3.0,8.0,6.0,4.0,5.0,"That's how it's fucking done MIAMIII!!!!! Lebron, you FUCKING beast!!!! Gohome pacers! Fuck outta heaaaaaaa"
Anyone know where I could shop for Brazilian bikinis without having to be in South Beach?,4.0,8.0,6.0,2.0,7.0,9.0,3.0,Anyone know where I could shop for Brazilian bikinis without ithaving to be south beach?
"Oh yeah, of course it does. It doesn't mean I have to like itthough. I'm just getting old.",6.0,3.0,7.0,2.0,4.0,1.0,0.0,oh yeah of course it does. Doesn't mean I gave to like itthough. I'm just getting old
If you text me and ask if I can do you a favor and you didn't even sayhello first. I will ignore you!,6.0,2.0,1.0,7.0,3.0,5.0,8.0,If you text me and ask me can I do you a favor and you didn't even sayhello first. I will ignore!
I got out of the car to go in the store. I figured that was a bad idea. Now I'm sitting and waiting.,6.0,4.0,5.0,2.0,7.0,8.0,9.0,Got out the car to go in the store. I figured that was a badidea. Now sitting and waiting.
This shit is hilarious though. When somebody calls you on your shitjust own up to it.,6.0,4.0,7.0,8.0,5.0,2.0,9.0,This shit is hilarious tho. When somebody calls you on your shitjust own up to it.
No thanks. I didn't read about it. Just read what it is supposed to be. Or at leastthe name of the event,7.0,8.0,6.0,2.0,5.0,3.0,4.0,no thanks. I didn't read about it. Just read what it is supposed to be. Or at leastthe name of the event.
"There is only reason I want to be in Philadelphia right now. And regardless of what youbelieve, it isn't about you",6.0,4.0,5.0,8.0,7.0,2.0,1.0,There's only 1 reason I would want to be in Philly right now. And despite what ubelieve.... It's not about you!
"There was less judgement in the work. Maybe not in the same ways, but we all do wrong at some point in our life.",6.0,8.0,7.0,3.0,9.0,5.0,0.0,"There was less judgement in the world.Maybe not in the same ways, but we all do wrong atsome point in our life."
"Oh, hell no, black people and chicken don't mix. Let me get myself in the kitchen before these inebriated negros eat it all.",4.0,0.0,2.0,8.0,1.0,3.0,0.0,Oh hell nawll black people and chicken don't mix let me get my ahh in this kitchen b4 thesedrunk niiggas eat em up!
I can't go down to aunt monkey's house to watch basketball these guys are yelling rolltide and i'm like why,4.0,3.0,2.0,6.0,5.0,2.0,0.0,I can't go down Auntie monkey house to watch bball dese niggas a be hollin rolltide I'll be like df?
It is hard to find a 34D bra. I am selective. Not trying to lookwhen they are perky,6.0,8.0,7.0,0.0,4.0,2.0,9.0,Why is it so hard to find a 34 D bra... I'm just too picky. Not trying to lookpoint when shits are perky
So you didn't get me any? What kind of disrespect is that? I would've sent you my address.,6.0,2.0,4.0,8.0,7.0,3.0,5.0,so you didn't get me any?! What kind of shit is that! Iwould've sent you my address
